Nitrogen(mg/kg),Phosphorus(mg/kg),Potassium(mg/kg),Soil_Type,Crop_Type,pH,Electrical_Conductivity,Soil_Moisture,Soil_Temperture,N_Status,P_Status,K_Status,Primary_Fertilizer,Secondary_Fertilizer,pH_Amendment
63.31,8.95,132.01,Black,Bajra,7.34,658.19,38.33,22.17,51.69,0,14.99,Urea + MOP (Muriate of Potash),Copper Sulphate + Ferrous Sulphate,Balance Maintain
170.65,69.93,244.91,Alluvial,Chickpea,7.82,396.52,19.13,21.54,0,0,0,Balanced NPK (14-14-14),Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ammonium Sulphate
147.46,15.02,106.21,Clayey,Maize,6.94,989.67,31.55,24.82,2.54,0,43.79,Urea + MOP (Muriate of Potash),Borax + Manganese Sulphate,Balance Maintain
191.36,9.55,147.21,Clayey,Mustard,6.14,865.41,38.11,29.61,0,0.45,2.79,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Borax + Manganese Sulphate,Balance Maintain
53.43,52.24,57.11,Red,Barley,5.27,749.19,22.97,31,18.57,0,66.89,Urea + MOP (Muriate of Potash),Borax + Ammonium Molybdate,Dolomitic Lime
122.1,6.59,152.32,Alluvial,Jowar,6.81,519.27,33.88,30.51,0,1.01,0,Rock Phosphate,Boric Acid + Manganese Sulphate,Balance Maintain
116.6,2,120.45,Alkaline,Soybean,8.46,972.12,20.91,21.43,0,4,9.55,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ferrous Sulphate + Manganese Sulphate,Elemental Sulphur
116.18,8.92,163.4,Black,Onion,6.8,940.99,33.25,30.46,0,0,0,Balanced NPK (14-14-14),Manganese Sulphate + Zinc Sulphate,Balance Maintain
78.55,17.18,27.58,Red,Moong,5.4,1072.66,28.88,30.6,0,10.82,96.42,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Boric Acid + Ammonium Molybdate,Agricultural Lime
100.97,2.93,91.62,Arid,Sugarcane,7.95,1537.91,7.88,22.33,32.03,3.07,22.38,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Boric Acid + Ferrous Sulphate + Zinc Sulphate,Aluminium Sulphate
94.38,12.29,83.17,Laterite,Bajra,5.9,650.36,33.83,25.49,26.62,0,5.83,Urea + MOP (Muriate of Potash),Copper Sulphate + Ferrous Sulphate,Agricultural Lime
191.75,9.62,122.21,Laterite,Moong,5.66,1041.93,29.98,21.28,0,0,0,Balanced NPK (14-14-14),Manganese Sulphate + Sodium Molybdate,Wood Ash
66.55,4.97,88.04,Alkaline,Groundnut,6.73,349.49,12.32,22.71,23.45,1.03,41.96,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ferrous Sulphate + Manganese Sulphate,Balance Maintain
192.33,9.95,76.88,Black,Groundnut,6.78,791.78,39.72,32.98,0,0,70.12,Potassium Nitrate,Ammonium Molybdate + Zinc Sulphate,Balance Maintain
56.42,28.72,102.65,Red,Mustard,5.99,941.45,25.92,33.81,15.58,0,21.35,Urea + MOP (Muriate of Potash),Ferrous Sulphate + Zinc Sulphate,Agricultural Lime
71.53,2,156.5,Arid,Chickpea,8.33,1666,5.68,22.7,61.47,4,0,DAP (Di-Ammonium Phosphate),Boric Acid + Ferrous Sulphate + Zinc Sulphate,Gypsum
98.23,5.55,247.62,Alkaline,Jowar,8.58,2500,18.04,30.55,0,0.45,0,MAP (Mono-Ammonium Phosphate),Ferrous Sulphate + Manganese Sulphate,Ammonium Sulphate
67.46,28.18,109.09,Red,Jowar,6.38,1081.92,22.17,27.19,4.54,0,14.91,Urea + MOP (Muriate of Potash),Manganese Sulphate + Zinc Sulphate,Balance Maintain
69.6,2,148.27,Alluvial,Ragi,6.04,787.18,34.48,26.05,40.4,5.6,3.73,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Copper Sulphate + Manganese Sulphate,Balance Maintain
214.05,75.2,165.22,Black,Moong,7.89,394.71,28.77,23.04,0,0,0,Balanced NPK (14-14-14),Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Aluminium Sulphate
99.43,9.08,166.77,Alkaline,Soybean,8.57,2500,16.82,26.76,0,0,0,Balanced NPK (14-14-14),Ferrous Sulphate + Zinc Sulphate,Ammonium Sulphate
73.14,29.24,74.35,Red,Jowar,6.73,962.99,23.44,30.88,0,0,49.65,Potassium Carbonate,Manganese Sulphate + Zinc Sulphate,Balance Maintain
36.32,9.64,112.09,Arid,Barley,8,1714.9,15.13,38.55,96.68,0,1.91,Urea + MOP (Muriate of Potash),Copper Sulphate + Ammonium Molybdate,Ammonium Sulphate
127.55,5.9,65.11,Arid,Ragi,8.02,1447.42,16.76,35.46,5.45,0.1,48.89,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Boric Acid + Zinc Sulphate,Ammonium Sulphate
67.97,24.58,169.23,Red,Barley,6.49,724.83,20.27,18.07,4.03,3.42,0,DAP (Di-Ammonium Phosphate),Sodium Molybdate + Zinc Sulphate,Balance Maintain
70.66,10.35,142.07,Arid,Maize,8.38,994.53,8.64,34.88,62.34,0,0,Ammonium Nitrate,Boric Acid + Ferrous Sulphate + Zinc Sulphate,Elemental Sulphur
145.27,7.23,91.36,Alluvial,Mustard,6.58,926.18,19.43,18.67,0,0.37,60.64,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Sodium Molybdate + Zinc Sulphate,Balance Maintain
130.12,7.76,59.77,Alluvial,Soybean,7.09,949.25,32.11,25.22,0,0,92.23,SOP (Sulphate of Potash),Ferrous Sulphate + Manganese Sulphate,Balance Maintain
131.35,64.3,220.97,Red,Groundnut,8.02,374.7,21.69,29.83,0,0,0,Balanced NPK (14-14-14),Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ammonium Sulphate
119.77,11.54,144.64,Arid,Chickpea,7.51,1179.15,8.58,25.15,13.23,0,0,Ammonium Sulphate,Borax + Ferrous Sulphate + Zinc Sulphate,Aluminium Sulphate
219.95,7.61,104.99,Arid,Barley,8.18,1629.54,17.64,30.26,0,0,9.01,Potassium Nitrate,Copper Sulphate + Zinc Sulphate,Elemental Sulphur
127.13,68.83,192.83,Arid,Chickpea,8.13,296.76,6.43,34.53,5.87,0,0,Ammonium Nitrate,Borax + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Aluminium Sulphate
138.1,9.96,168.88,Clayey,Garlic,6.96,846.5,34.73,25.07,11.9,0.04,0,DAP (Di-Ammonium Phosphate),Borax + Sodium Molybdate,Balance Maintain
92.7,7.17,145.08,Alkaline,Sugarcane,8.48,1713.04,16.91,25.1,0,0,0,Balanced NPK (14-14-14),Borax + Manganese Sulphate,Gypsum
133.34,8.03,139.7,Black,Onion,7.57,1006.95,32.21,24.43,0,0,7.3,MOP (Muriate of Potash),Copper Sulphate + Zinc Sulphate,Elemental Sulphur
96.96,6.4,162.33,Clayey,Cotton,6.82,972.78,29.44,28.7,53.04,3.6,0,DAP (Di-Ammonium Phosphate),Copper Sulphate + Zinc Sulphate,Balance Maintain
98.25,4.99,119.07,Alkaline,Wheat,8.82,2172,19.18,21.42,0,1.01,10.93,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Copper Sulphate + Manganese Sulphate,Elemental Sulphur
80.07,12.35,94.96,Clayey,Bajra,6.28,1045.96,34.04,30.19,69.93,0,55.04,Urea + MOP (Muriate of Potash),Copper Sulphate + Zinc Sulphate,Balance Maintain
104.74,4.56,134.96,Alluvial,Barley,6.91,1019.94,24.81,27.89,5.26,3.04,17.04,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Manganese Sulphate + Sodium Molybdate,Balance Maintain
81.61,8.06,104.12,Alluvial,Soybean,7.18,1003.91,20.23,31.89,28.39,0,47.88,Urea + MOP (Muriate of Potash),Ferrous Sulphate + Zinc Sulphate,Balance Maintain
116.18,6.31,251.22,Alluvial,Jowar,6.71,1289.39,33.42,26.22,0,1.29,0,MAP (Mono-Ammonium Phosphate),Borax + Zinc Sulphate,Balance Maintain
225.15,74.6,245.04,Black,Onion,8.5,511.16,21.39,31.69,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ammonium Sulphate
120.18,15.27,161.42,Black,Mustard,7.5,1224.26,33.07,31.31,0,0,0,Balanced NPK (14-14-14),Ammonium Molybdate + Zinc Sulphate,Aluminium Sulphate
86.33,34.4,97.27,Red,Garlic,6.17,576.86,27.89,29.55,0,0,26.73,MOP (Muriate of Potash),Boric Acid + Ferrous Sulphate,Balance Maintain
175.94,6.9,193.4,Clayey,Wheat,6.69,1502.9,25.37,29.37,0,3.1,0,DAP (Di-Ammonium Phosphate),Sodium Molybdate + Zinc Sulphate,Balance Maintain
71.99,9.79,61.52,Laterite,Barley,5.71,639.19,22.42,30.41,49.01,0,27.48,Urea + MOP (Muriate of Potash),Boric Acid + Manganese Sulphate,Wood Ash
41.05,5.9,40.22,Red,Garlic,7.4,128.86,21.28,25.39,30.95,22.1,83.78,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Borax + Manganese Sulphate,Balance Maintain
59.45,20.25,106.81,Red,Soybean,5.39,1278.4,21.39,32.32,12.55,7.75,17.19,Balanced NPK (14-14-14),Copper Sulphate + Zinc Sulphate,Agricultural Lime
58.83,5.3,82.86,Arid,Wheat,6.4,351.65,19.48,28.79,74.17,0.7,31.14,Balanced NPK (14-14-14),Ferrous Sulphate + Ammonium Molybdate,Balance Maintain
62.43,19.29,135.43,Red,Ragi,5.65,464.7,26.52,28.63,9.57,8.71,0,DAP (Di-Ammonium Phosphate),Manganese Sulphate + Zinc Sulphate,Dolomitic Lime
95.88,7.29,111.17,Laterite,Chickpea,6.55,910.19,16.15,32.48,25.12,1.71,0,DAP (Di-Ammonium Phosphate),Ferrous Sulphate + Manganese Sulphate,Balance Maintain
105.52,44.25,116.64,Arid,Mustard,8.32,607.4,13.42,28.46,27.48,0,0,UAN (Urea Ammonium Nitrate),Boric Acid + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Gypsum
59.3,10.87,49.34,Alkaline,Jowar,5.22,349.8,10.94,29.73,30.7,0,80.66,Urea + MOP (Muriate of Potash),Boric Acid + Zinc Sulphate,Quicklime
170.5,4.73,87.21,Laterite,Mustard,5.58,504.03,33.87,25.24,0,4.27,1.79,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ferrous Sulphate + Zinc Sulphate,Quicklime
49.52,8.06,157.35,Black,Chickpea,6.83,1165.78,21.7,21.18,65.48,0,0,Ammonium Sulphate,Ferrous Sulphate + Zinc Sulphate,Balance Maintain
147.42,9.45,94.49,Laterite,Rice,5.81,1425.27,19.31,21.06,0,0,0,Balanced NPK (14-14-14),Sodium Molybdate + Zinc Sulphate,Quicklime
139.48,48.55,127.8,Black,Onion,7.67,358.81,30.68,33.29,0,0,19.2,Potassium Nitrate,Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ammonium Sulphate
143.47,42.65,319.04,Clayey,Wheat,8.52,485.85,39.57,25.53,6.53,0,0,Ammonium Chloride,Borax + Sodium Molybdate,Ammonium Sulphate
150.34,8.51,115.38,Laterite,Groundnut,6.26,1506.4,19.4,31.46,0,0.49,0,MAP (Mono-Ammonium Phosphate),Borax + Zinc Sulphate,Balance Maintain
157.99,74.8,210.59,Laterite,Soybean,7.65,246.59,19.15,21.64,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Aluminium Sulphate
114.95,7.93,193.08,Clayey,Moong,7.01,855.64,25.92,22.72,35.05,2.07,0,DAP (Di-Ammonium Phosphate),Borax + Manganese Sulphate,Balance Maintain
100.96,13.59,157.69,Clayey,Jowar,6.42,1139.68,27.86,25.25,49.04,0,0,Ammonium Nitrate,Boric Acid + Zinc Sulphate,Balance Maintain
26.18,9.52,98.47,Alluvial,Bajra,6.19,207.62,25.04,31.15,83.82,0,53.53,Urea + MOP (Muriate of Potash),Boric Acid + Copper Sulphate,Balance Maintain
204.88,11.56,127.41,Clayey,Barley,6.26,740.59,27.1,29.36,0,0,22.59,Potassium-Magnesium Sulphate,Boric Acid + Ammonium Molybdate,Balance Maintain
50.05,43.16,93.17,Red,Jowar,5.96,777.85,19.43,20.98,21.95,0,30.83,Urea + MOP (Muriate of Potash),Borax + Copper Sulphate,Dolomitic Lime
174.78,14.81,163.46,Clayey,Sugarcane,6.02,738.13,31.91,27.31,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Manganese Sulphate,Balance Maintain
59.5,41.6,97.63,Red,Moong,5.69,1054.81,26.23,19.73,12.5,0,26.37,Urea + MOP (Muriate of Potash),Ferrous Sulphate + Ammonium Molybdate,Quicklime
149.46,5.05,148.34,Arid,Sugarcane,7.42,1549.23,17.31,38.61,0,0.95,0,SSP (Single Super Phosphate),Copper Sulphate + Manganese Sulphate,Balance Maintain
86.66,47.07,129.02,Red,Cotton,6.7,1221.78,22.76,27.97,0,0,0,Balanced NPK (14-14-14),Ferrous Sulphate + Zinc Sulphate,Balance Maintain
195.49,11.92,48.04,Laterite,Rice,6.01,652.53,17.55,32.77,0,0,40.96,Potassium-Magnesium Sulphate,Boric Acid + Ferrous Sulphate,Balance Maintain
74.07,11.37,104.77,Clayey,Cotton,5.45,106.3,23.88,20.08,75.93,0,45.23,Urea + MOP (Muriate of Potash),Sodium Molybdate,Quicklime
218.86,9.26,133.48,Clayey,Bajra,5.98,925.81,39.42,27.78,0,0.74,16.52,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Copper Sulphate + Manganese Sulphate,Dolomitic Lime
228.34,13.2,96.49,Clayey,Soybean,5.49,989.12,31.76,31.3,0,0,53.51,Potassium Carbonate,Boric Acid + Sodium Molybdate,Quicklime
176.01,5.86,224.81,Clayey,Maize,6.45,759.77,38.5,18.63,0,4.14,0,MAP (Mono-Ammonium Phosphate),Ferrous Sulphate + Manganese Sulphate,Balance Maintain
138.93,7.18,58.76,Laterite,Garlic,5.81,965.43,25.97,24.41,0,1.82,30.24,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Manganese Sulphate + Zinc Sulphate,Agricultural Lime
153.2,10.16,170.56,Alluvial,Rice,6.75,1139.25,23.96,29.97,0,0,0,Balanced NPK (14-14-14),Ferrous Sulphate + Zinc Sulphate,Balance Maintain
171.17,6.39,140.82,Arid,Chickpea,7.5,1421.44,19.27,29.06,0,0,0,Balanced NPK (14-14-14),Ferrous Sulphate + Manganese Sulphate,Elemental Sulphur
229.03,50.43,255.29,Alluvial,Garlic,8.04,379.03,28.09,28.86,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ferrous Sulphate
129.91,7.1,198.73,Alluvial,Jowar,6.96,745.97,19.35,25.61,0,0.5,0,SSP (Single Super Phosphate),Copper Sulphate + Manganese Sulphate,Balance Maintain
119.44,2,138.66,Alluvial,Garlic,6.16,778.86,25.51,22.62,0,5.6,13.34,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Copper Sulphate + Sodium Molybdate,Balance Maintain
113.27,73,178.08,Laterite,Groundnut,8.55,319.59,20.45,33.53,7.73,0,0,Ammonium Nitrate,Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Elemental Sulphur
102.52,45.89,248.51,Clayey,Chickpea,8.42,390.45,38.38,29.01,47.48,0,0,Urea,Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ammonium Sulphate
54.82,25.5,134.13,Red,Garlic,5.58,426.19,25.27,24.36,17.18,2.5,0,DAP (Di-Ammonium Phosphate),Copper Sulphate + Zinc Sulphate,Wood Ash
81.38,6.75,89.34,Laterite,Rice,5.75,1029.19,26.08,27.17,39.62,2.25,0,DAP (Di-Ammonium Phosphate),Ferrous Sulphate + Manganese Sulphate,Agricultural Lime
43.87,6.05,78.46,Laterite,Maize,6.8,113.84,24.57,21.98,77.13,2.95,10.54,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ferrous Sulphate + Sodium Molybdate,Balance Maintain
86.33,5.71,132.14,Black,Groundnut,6.96,813.69,32.35,22.13,28.67,2.29,14.86,Balanced NPK (14-14-14),Calcium Chloride + Ferrous Sulphate,Balance Maintain
47.43,2.3,42.8,Laterite,Cotton,7.48,283.3,28.4,33.54,73.57,6.7,46.2,Balanced NPK (14-14-14),Manganese Sulphate + Sodium Molybdate,Balance Maintain
139.69,6.97,157.75,Clayey,Barley,6.59,1006.31,33.62,21.7,10.31,3.03,0,DAP (Di-Ammonium Phosphate),Manganese Sulphate + Zinc Sulphate,Balance Maintain
105.71,7.99,119.97,Black,Wheat,6.6,1149.07,23.37,21.05,9.29,0.01,27.03,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Boric Acid + Sodium Molybdate,Balance Maintain
188.24,7.38,135.97,Arid,Maize,8.47,1337.16,11.25,24.47,0,0,0,Balanced NPK (14-14-14),Boric Acid + Ferrous Sulphate + Zinc Sulphate,Ferrous Sulphate
111.36,58.73,260.8,Arid,Maize,8.14,465.72,12.62,37.16,21.64,0,0,Ammonium Chloride,Borax + Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ammonium Sulphate
120.42,61.72,180.21,Alkaline,Ragi,8.25,324.1,19.72,26.18,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Elemental Sulphur
147.62,7.12,186.34,Alkaline,Ragi,8.38,1310.1,14.05,22.4,0,0,0,Balanced NPK (14-14-14),Borax + Ferrous Sulphate + Zinc Sulphate,Ammonium Sulphate
113.28,8.93,145.25,Arid,Groundnut,8.11,753.12,16.86,29.84,19.72,0,0,Ammonium Chloride,Manganese Sulphate + Zinc Sulphate,Gypsum
110.21,8.36,73.47,Red,Moong,6.41,304.59,17,32.62,0,19.64,50.53,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ammonium Molybdate + Zinc Sulphate,Balance Maintain
131.71,9.55,110.44,Laterite,Bajra,5.93,579.28,23.47,24.47,0,0,0,Balanced NPK (14-14-14),Boric Acid + Zinc Sulphate,Wood Ash
111.04,4.18,177.79,Arid,Groundnut,8.22,1371.64,19.08,28.87,21.96,1.82,0,DAP (Di-Ammonium Phosphate),Ferrous Sulphate + Zinc Sulphate,Aluminium Sulphate
124.2,3.41,81.31,Arid,Rice,7.99,258.98,16.37,26.82,8.8,2.59,32.69,Balanced NPK (14-14-14),Copper Sulphate + Manganese Sulphate,Ferrous Sulphate
111.28,2.14,125.69,Alkaline,Moong,7.97,1310.62,21.93,31.31,0,3.86,4.31,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Borax + Manganese Sulphate,Gypsum
166.43,46.17,111.7,Laterite,Bajra,7.85,551.13,22.27,23.11,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Aluminium Sulphate
89.23,8.63,118.78,Alluvial,Chickpea,6.68,738.75,21.28,21.41,20.77,0,33.22,Urea + MOP (Muriate of Potash),Ferrous Sulphate + Sodium Molybdate,Balance Maintain
129.42,13.06,92.25,Laterite,Cotton,5.61,1195.16,16.56,33.77,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Manganese Sulphate,Wood Ash
97.68,10.15,108.5,Arid,Maize,7.65,1751.44,18.2,26.19,35.32,0,5.5,Urea + MOP (Muriate of Potash),Ferrous Sulphate + Manganese Sulphate,Ammonium Sulphate
73.99,12.55,121.39,Red,Garlic,6.4,930.38,18.08,32.08,0,15.45,2.61,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Manganese Sulphate + Ammonium Molybdate,Balance Maintain
206.51,10.84,127.84,Clayey,Garlic,6.64,996.96,33.11,21.51,0,0,22.16,MOP (Muriate of Potash),Borax + Sodium Molybdate,Balance Maintain
202.07,10.97,34.8,Laterite,Chickpea,5.83,554.56,19.35,31.55,0,0,54.2,Potassium Nitrate,Ammonium Molybdate + Zinc Sulphate,Quicklime
182.26,75.9,152.8,Clayey,Barley,8.08,397.56,26.17,27.23,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Elemental Sulphur
100.37,4.05,268.95,Alluvial,Garlic,6.42,1297.98,31.87,23.74,9.63,3.55,0,DAP (Di-Ammonium Phosphate),Borax + Sodium Molybdate,Balance Maintain
124.23,5.77,107.61,Black,Wheat,6.11,630.19,20.88,26.14,0,2.23,39.39,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Manganese Sulphate + Zinc Sulphate,Balance Maintain
138.67,7.62,188.85,Black,Sugarcane,6.45,992.35,29.28,26.73,0,0.38,0,Rock Phosphate,Boric Acid + Manganese Sulphate,Balance Maintain
73.27,4.83,116.98,Alkaline,Groundnut,8.46,1965.4,19.74,25,16.73,1.17,13.02,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ferrous Sulphate + Zinc Sulphate,Ammonium Sulphate
55.79,42.09,131.27,Red,Jowar,6.38,1166.5,16.86,20.61,16.21,0,0,Ammonium Chloride,Copper Sulphate + Ferrous Sulphate,Balance Maintain
142.9,3.9,140.79,Alluvial,Wheat,5.83,863.64,28.52,21.47,0,3.7,11.21,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Copper Sulphate + Ammonium Molybdate,Quicklime
84.78,38.56,179.44,Red,Bajra,6.14,1028.01,20.21,28.71,0,0,0,Balanced NPK (14-14-14),Manganese Sulphate + Zinc Sulphate,Balance Maintain
115.83,4.35,90.16,Laterite,Rice,5.91,726.75,21.14,21.98,5.17,4.65,0,DAP (Di-Ammonium Phosphate),Boric Acid + Zinc Sulphate,Hydrated Lime
190.24,73.06,313.48,Red,Chickpea,8.22,790.19,16.61,26.85,0,0,0,Balanced NPK (14-14-14),Borax + Manganese Sulphate,Ferrous Sulphate
205.44,75.88,197.18,Arid,Cotton,8.39,456.26,5.39,22.28,0,0,0,Balanced NPK (14-14-14),Borax + Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ferrous Sulphate
106.61,5.32,204.92,Alkaline,Moong,8.02,2071.99,22.95,34.45,0,0.68,0,TSP (Triple Super Phosphate),Ferrous Sulphate + Ammonium Molybdate,Ammonium Sulphate
68.81,10.37,177.47,Alluvial,Rice,5.99,827.86,32.27,25.92,41.19,0,0,Ammonium Nitrate,Copper Sulphate + Zinc Sulphate,Quicklime
179.47,12.87,233.14,Clayey,Groundnut,7.13,1034.75,27.92,30.66,0,0,0,Balanced NPK (14-14-14),Calcium Chloride + Manganese Sulphate,Balance Maintain
149.62,7.61,95.34,Arid,Moong,8.61,1328.39,16.8,30.36,0,0,18.66,MOP (Muriate of Potash),Boric Acid + Ammonium Molybdate,Elemental Sulphur
98.28,2.69,80.12,Alkaline,Barley,8.26,1507.51,12.52,28.23,0,3.31,49.88,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Borax + Ferrous Sulphate + Zinc Sulphate,Ferrous Sulphate
130.14,4.34,92.62,Laterite,Maize,6.48,1131.63,26.7,27.2,0,4.66,0,DAP (Di-Ammonium Phosphate),Ferrous Sulphate + Manganese Sulphate,Balance Maintain
102.99,10.21,175.83,Black,Sugarcane,7.4,1054.04,39.03,32.22,12.01,0,0,Urea,Borax + Sodium Molybdate,Balance Maintain
128.58,8.69,166.85,Alluvial,Garlic,6.39,783.42,22.38,28.59,0,0,0,Balanced NPK (14-14-14),Borax + Copper Sulphate,Balance Maintain
105.09,38.51,121.66,Red,Cotton,5.91,1015.35,18.76,22.23,0,0,2.34,Potassium Nitrate,Boric Acid + Zinc Sulphate,Agricultural Lime
159.61,4.12,156.34,Black,Sugarcane,7.36,681.36,30.45,27.06,0,3.88,0,SSP (Single Super Phosphate),Copper Sulphate + Zinc Sulphate,Balance Maintain
200.07,10.68,235.37,Clayey,Cotton,6.03,693.75,25.09,31.73,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Zinc Sulphate,Balance Maintain
154.14,6.31,127.62,Black,Ragi,7.76,1091.49,37.41,30.97,0,1.69,19.38,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Boric Acid + Copper Sulphate,Elemental Sulphur
84.42,8.76,131.31,Red,Jowar,5.93,1182.84,18.67,20.75,0,19.24,0,MAP (Mono-Ammonium Phosphate),Borax + Copper Sulphate,Agricultural Lime
138.8,54.99,255.99,Black,Groundnut,8.23,676.3,26.3,31.8,0,0,0,Balanced NPK (14-14-14),Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ferrous Sulphate
70.86,6.66,89.37,Clayey,Onion,5.96,1206.97,36.99,26.28,79.14,3.34,60.63,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Copper Sulphate + Zinc Sulphate,Agricultural Lime
83.33,3.55,153.96,Alkaline,Rice,7.92,1828.77,14.52,30.97,6.67,2.45,0,DAP (Di-Ammonium Phosphate),Borax + Ferrous Sulphate + Zinc Sulphate,Ammonium Sulphate
166.06,6.54,98.46,Arid,Onion,7.52,1608.81,7.03,28.88,0,0,15.54,SOP (Sulphate of Potash),Borax + Ferrous Sulphate + Zinc Sulphate,Aluminium Sulphate
172.22,13.05,203.3,Clayey,Cotton,6.88,1329.05,21.19,31.65,0,0,0,Balanced NPK (14-14-14),Ferrous Sulphate + Sodium Molybdate,Balance Maintain
161.76,47.1,282.27,Alkaline,Wheat,7.85,777.54,13.2,24.53,0,0,0,Balanced NPK (14-14-14),Borax + Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Elemental Sulphur
72.79,3.37,132.86,Laterite,Ragi,6.77,263.9,21.03,27.35,48.21,5.63,0,DAP (Di-Ammonium Phosphate),Boric Acid + Ferrous Sulphate,Balance Maintain
72.54,8.46,96.18,Alluvial,Sugarcane,6.25,187.67,20.48,27.3,37.46,0,55.82,Urea + MOP (Muriate of Potash),Ferrous Sulphate + Zinc Sulphate,Balance Maintain
132.13,9.36,144.25,Black,Chickpea,6.88,794.1,36.49,29.41,0,0,2.75,Potassium Carbonate,Manganese Sulphate + Zinc Sulphate,Balance Maintain
131.87,8.42,98.59,Laterite,Groundnut,5.48,431.77,18.61,25.72,0,0.58,0,MAP (Mono-Ammonium Phosphate),Calcium Chloride + Ferrous Sulphate,Hydrated Lime
89.76,6.99,133.3,Alkaline,Jowar,8.29,1267.35,17.55,33.97,0.24,0,0,Urea,Copper Sulphate + Manganese Sulphate,Aluminium Sulphate
161.3,4.16,139.66,Arid,Chickpea,7.5,1021.19,15.79,39.43,0,1.84,0,TSP (Triple Super Phosphate),Ferrous Sulphate + Ammonium Molybdate,Aluminium Sulphate
194.13,79.54,134.67,Clayey,Soybean,7.88,595.45,26.64,31.88,0,0,15.33,Potassium-Magnesium Sulphate,Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Elemental Sulphur
65.13,5.31,43.17,Arid,Bajra,5.27,387.26,13.52,34.61,67.87,0.69,70.83,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Boric Acid + Manganese Sulphate,Quicklime
103.6,11.41,169.04,Clayey,Cotton,6.06,1041.91,31.41,28.44,46.4,0,0,Ammonium Nitrate,Ammonium Molybdate + Zinc Sulphate,Balance Maintain
160.68,10.61,107.22,Black,Maize,7.69,662.15,25.49,21.92,0,0,39.78,MOP (Muriate of Potash),Copper Sulphate + Zinc Sulphate,Ferrous Sulphate
