Temperature,Humidity,Moisture,Soil_Type,Crop,Nitrogen,Phosphorus,Potassium,pH,EC(mmhos/cm2),N_Status,P_Status,K_Status,Primary_Fertilizer,Secondary_Fertilizer,pH_Amendment
25.8,61,22,Clayey,cotton,67,20,58,9.27,3.08,Optimal,Low,Optimal,Calcium Ammonium Nitrate (CAN),Ammonium Molybdate + Zinc Sulphate mixture,Gypsum
12.5,76,45,Arid,ragi,95,39,40,9.16,3.46,High,Optimal,Optimal,Avoid N,Gypsum + Borax mixture,Gypsum
23.4,83,66,Alkaline soil,onion,55,23,106,9.42,3.88,Optimal,Low,High,Split N doses,Borax + Ammonium Molybdate mixture,Sulphur
23,86,21,Clayey,rice,33,39,14,9.04,3.09,Low,Optimal,Low,Urea Ammonium Nitrate (UAN),Magnesium Sulphate,Gypsum + Sulphur
32,44,75,Black,soyabean,68,30,18,6.971534247,0.75,Optimal,Optimal,Low,Sulphate of Potash (SOP),Borax + Ammonium Molybdate mixture,None
24.8,40,70,Black,wheat,74,49,20,6.971534247,0.91,High,Optimal,Low,Triple Super Phosphate (TSP),Rhizobium Biofertilizer + Zinc Sulphate mixture,Wood ash + Biochar
26.5,64,31,Black,rice,101,92,59,6.971534247,0.61,High,High,Optimal,Avoid Potash,Zinc Sulphate + Manganese Sulphate mixture,None
20.2,76,26,Clayey,barley,61,35,54,6.971534247,0.89,Optimal,Optimal,Optimal,Rock Phosphate,Borax + Elemental Sulphur mixture,Sulphur (Tea prefers acidic)
29.2,79,68,Red,wheat,115,20,111,6.971534247,1.38,High,Low,High,Calcium Ammonium Nitrate (CAN),Zinc Sulphate + Borax mixture,None
25.6,93,26,Alkaline soil,sugarcane,119,54,115,6.08,2.46,High,Optimal,High,Rock Phosphate,Magnesium Sulphate,Gypsum + Sulphur
28.1,78,28,Laterite,barley,124,77,30,6.971534247,1.04,High,High,Low,Triple Super Phosphate (TSP),Ferrous Sulphate,None
19.9,42,33,Black,moong,44,38,80,9.1,4.35,Optimal,Optimal,Optimal,Ammonium Nitrate,Ammonium Molybdate + Zinc Sulphate mixture,Gypsum
29.8,49,17,Alkaline soil,wheat,60,47,24,6.59,1.68,Optimal,Optimal,Low,Stop P,Zinc Sulphate,Gypsum + Sulphur
21,73,75,Alkaline soil,bajra,48,67,105,6.971534247,1.02,Optimal,High,High,Urea Ammonium Nitrate (UAN),Zinc Sulphate + Borax mixture,Wood ash + Biochar
33.7,72,38,Clayey,moong,82,27,61,6.971534247,1.01,High,Low,Optimal,Diammonium Phosphate (DAP),Borax + Zinc Sulphate mixture,None
33.1,57,76,Laterite,mustard,30,51,61,6.971534247,0.87,Low,Optimal,Optimal,Avoid Phosphate application,Magnesium Sulphate,None
21.5,58,22,Arid,bajra,33,3,58,6.971534247,1.42,Low,Low,Optimal,Ammonium Sulphate,Manganese Sulphate,Gypsum + Organic matter
34.5,79,44,Alkaline soil,sugarcane,122,97,52,6.971534247,1.31,High,High,Optimal,Monoammonium Phosphate (MAP),Zinc Sulphate + Borax mixture,None
27,52,71,Laterite,groundnut,14,53,18,6.971534247,0.6,Low,Optimal,Low,Reduce N,Borax + Ammonium Molybdate mixture,None
27.6,46,31,Black,maize,66,73,10,6.971534247,1.44,Optimal,High,Low,Avoid N,Gypsum + Borax mixture,None
35.3,62,43,Alluvial,cotton,33,80,25,9.35,4.17,Optimal,High,Low,Split N doses,Zinc Sulphate + Manganese Sulphate mixture,Gypsum
25.7,83,75,Alluvial,rice,85,58,108,6.28,1.4,Optimal,Optimal,High,Split N doses,Zinc Sulphate + Borax mixture,Gypsum + Sulphur
18.9,83,65,Laterite,bajra,109,45,63,6.21,2.16,High,Optimal,Optimal,Balanced NPK (maintenance),Borax + Elemental Sulphur mixture,Gypsum
21.8,49,95,Arid,cotton,89,92,99,6.971534247,1.19,High,High,High,Urea,Borax + Ammonium Molybdate mixture,Gypsum + Organic matter
24.5,51,84,Black,cotton,125,66,89,6.971534247,1.12,High,High,High,Avoid N,Manganese Sulphate,None
35.8,61,76,Alkaline soil,soyabean,22,70,54,6.971534247,1.38,Low,High,Optimal,Ammonium Nitrate,Ferrous Sulphate + Zinc Sulphate mixture,None
29.3,91,60,Laterite,sugarcane,79,93,18,6.971534247,0.69,High,High,Low,Triple Super Phosphate (TSP),Manganese Sulphate,None
12.8,43,59,Clayey,onion,26,37,41,6.971534247,1.2,Low,Optimal,Optimal,Balanced NPK (maintenance),Zinc Sulphate + Borax mixture,Gypsum + Sulphur
29.6,31,43,Clayey,chickpea,64,56,79,6.971534247,1.15,Optimal,Optimal,High,Diammonium Phosphate (DAP),Zinc Sulphate + Borax mixture,Organic matter composts
24.2,62,31,Alluvial,groundnut,58,70,26,6.971534247,1.29,Optimal,High,Low,Monoammonium Phosphate (MAP),Ammonium Molybdate + Zinc Sulphate mixture,None
30.6,37,58,Black,onion,41,34,21,6.971534247,1.38,Low,Optimal,Low,Avoid Potash,Ferrous Sulphate,None
23.5,30,16,Black,rice,110,95,46,6.971534247,0.71,High,High,Optimal,Ammonium Sulphate,Magnesium Sulphate + Zinc Sulphate mixture,Lime
25.4,42,39,Red,rice,24,43,90,9.26,3.53,Low,Optimal,High,Sulphate of Potash (SOP),Borax + Elemental Sulphur mixture,Organic matter composts
27.2,62,71,Laterite,maize,57,62,77,6.971534247,0.89,Optimal,High,Optimal,Diammonium Phosphate (DAP),Rhizobium Biofertilizer + Zinc Sulphate mixture,None
20.7,69,37,Black,ragi,90,39,115,6.971534247,1.25,High,Optimal,High,Balanced NPK (maintenance),Ferrous Sulphate + Manganese Sulphate mixture,None
31.7,51,43,Clayey,rice,25,91,34,6.971534247,0.9,Low,High,Low,Muriate of Potash (MOP),Ferrous Sulphate + Zinc Sulphate mixture,None
38.6,89,45,Arid,groundnut,44,91,114,6.971534247,1.44,Optimal,High,High,Calcium Ammonium Nitrate (CAN),Borax + Elemental Sulphur mixture,None
24.1,36,25,Alkaline soil,ragi,54,27,115,6.971534247,1.32,Optimal,Low,High,Single Super Phosphate (SSP),Magnesium Sulphate,None
19.9,70,48,Red,mustard,95,60,114,6.971534247,0.56,High,High,High,Triple Super Phosphate (TSP),Borax + Ammonium Molybdate mixture,Organic matter composts
31.4,35,56,Arid,chickpea,57,63,70,6.971534247,1.24,Optimal,High,Optimal,Muriate of Potash (MOP),Ammonium Molybdate + Zinc Sulphate mixture,None
23.2,47,33,Clayey,moong,15,96,86,6.971534247,0.8,Low,High,High,Calcium Ammonium Nitrate (CAN),Gypsum + Borax mixture,Wood ash + Biochar
23.9,93,50,Alkaline soil,moong,58,41,96,7.26,1.34,Optimal,Optimal,High,Single Super Phosphate (SSP),Magnesium Sulphate,Sulphur
20.1,90,72,Red,soyabean,107,63,29,6.971534247,0.52,High,High,Low,Ammonium Sulphate,Zinc Sulphate,Gypsum + Sulphur
32.4,78,59,Red,sugarcane,110,69,49,6.971534247,1.2,High,High,Optimal,Monoammonium Phosphate (MAP),Manganese Sulphate,None
31.2,58,64,Arid,ragi,100,63,92,6.971534247,0.9,High,High,High,Ammonium Sulphate,Magnesium Sulphate,Gypsum + Organic matter
35,68,21,Alluvial,rice,113,98,107,7.71,1.93,High,High,High,Avoid Potash,Ammonium Molybdate + Zinc Sulphate mixture,Gypsum + Sulphur
25.7,31,59,Laterite,mustard,23,68,118,6.08,1.43,Low,High,High,Urea Ammonium Nitrate (UAN),Zinc Sulphate + Manganese Sulphate mixture,Organic matter composts
25.7,90,22,Red,garlic,25,70,95,6.971534247,1.27,Low,High,High,Rock Phosphate,Ferrous Sulphate + Zinc Sulphate mixture,None
16.3,81,49,Clayey,wheat,44,33,87,6.971534247,1.42,Optimal,Optimal,High,Ammonium Chloride,Ferrous Sulphate + Zinc Sulphate mixture,Gypsum + Sulphur
34.1,32,73,Red,maize,68,12,30,6.971534247,0.88,Optimal,Low,Low,Stop P,Gypsum + Borax mixture,None
24.8,83,15,Black,bajra,84,54,29,9.31,2.04,High,Optimal,Low,Avoid N,Zinc Sulphate + Borax mixture,Gypsum
28.2,39,78,Red,barley,68,81,34,6.971534247,1.17,Optimal,High,Low,Reduce N,Manganese Sulphate,None
12.5,31,51,Alluvial,garlic,60,56,14,8.44,2.26,Optimal,Optimal,Low,Calcium Ammonium Nitrate (CAN),Manganese Sulphate,Sulphur
15.2,34,75,Red,sugarcane,13,62,52,9.26,2.67,Low,Optimal,Optimal,Diammonium Phosphate (DAP),Gypsum + Borax mixture,Sulphur
24.4,71,42,Black,bajra,60,83,54,6.971534247,1.5,Optimal,High,Optimal,Reduce N,Borax + Elemental Sulphur mixture,Wood ash + Biochar
18.5,58,75,Red,cotton,89,33,42,6.971534247,1.5,High,Optimal,Optimal,Ammonium Sulphate,Borax + Elemental Sulphur mixture,Lime
20.5,62,44,Arid,groundnut,5,41,13,6.971534247,1.23,Low,Optimal,Low,Diammonium Phosphate (DAP),Zinc Sulphate + Borax mixture,Sulphur (Tea prefers acidic)
33.5,36,86,Arid,onion,28,87,15,6.971534247,1.1,Low,High,Low,Ammonium Chloride,Zinc Sulphate + Borax mixture,None
28.8,71,79,Black,ragi,45,56,61,9.19,2.34,Optimal,Optimal,Optimal,Calcium Ammonium Nitrate (CAN),Gypsum + Borax mixture,Sulphur
37.4,70,60,Clayey,mustard,96,52,86,8.3,1.96,High,Optimal,High,Diammonium Phosphate (DAP),Borax + Zinc Sulphate mixture,Gypsum
22,88,65,Red,moong,105,52,112,6.971534247,1.44,High,Optimal,High,Rock Phosphate,Ferrous Sulphate,Sulphur (Tea prefers acidic)
29.2,40,24,Alluvial,rice,84,21,18,6.93,1.08,High,Low,Low,Stop K,Zinc Sulphate,Sulphur
27.9,47,41,Alkaline soil,rice,101,62,53,9.17,2.04,High,High,Optimal,Stop P,Zinc Sulphate + Borax mixture,Sulphur
14.5,68,56,Red,chickpea,43,66,88,6.971534247,1.16,Low,High,High,Stop P,Zinc Sulphate,Gypsum + Sulphur
21.2,49,32,Black,ragi,33,19,25,6.971534247,1.45,Low,Low,Low,Stop K,Magnesium Sulphate + Zinc Sulphate mixture,Wood ash + Biochar
24.2,51,29,Black,maize,81,46,91,6.02,1.27,High,Optimal,High,Urea Ammonium Nitrate (UAN),Ferrous Sulphate + Zinc Sulphate mixture,Gypsum
23.5,59,80,Red,cotton,56,92,109,6.971534247,0.76,Optimal,High,High,Balanced NPK (maintenance),Borax + Elemental Sulphur mixture,Gypsum + Sulphur
27.5,90,90,Red,mustard,120,97,112,6.971534247,1.42,High,High,High,Diammonium Phosphate (DAP),Manganese Sulphate,Gypsum
27.6,47,52,Red,moong,109,41,77,6.971534247,1.21,High,Optimal,High,Avoid N,Borax + Elemental Sulphur mixture,None
26.7,90,45,Arid,groundnut,30,83,72,6.971534247,1.07,Low,High,Optimal,Rock Phosphate,Magnesium Sulphate,None
24.2,62,78,Clayey,ragi,74,50,43,6.971534247,0.52,Optimal,Optimal,Optimal,Single Super Phosphate (SSP),Magnesium Sulphate + Zinc Sulphate mixture,None
24,32,47,Arid,cotton,72,29,22,6.971534247,0.72,Optimal,Optimal,Low,Diammonium Phosphate (DAP),Zinc Sulphate,None
29.6,75,35,Arid,groundnut,30,25,110,9.21,2.29,Low,Low,High,Diammonium Phosphate (DAP),Rhizobium Biofertilizer + Zinc Sulphate mixture,Gypsum + Sulphur
24.3,93,26,Arid,moong,68,32,102,6.971534247,0.56,Optimal,Optimal,High,Stop K,Magnesium Sulphate + Zinc Sulphate mixture,Gypsum + Organic matter
23.9,60,84,Black,garlic,110,71,105,6.971534247,1.38,High,High,High,Muriate of Potash (MOP),Magnesium Sulphate + Zinc Sulphate mixture,Compost (Coffee prefers slightly acidic)
22.4,31,68,Arid,moong,87,52,70,6.971534247,1.49,High,Optimal,Optimal,Triple Super Phosphate (TSP),Ferrous Sulphate + Manganese Sulphate mixture,None
30,32,58,Laterite,chickpea,111,24,69,9.48,4.15,High,Low,Optimal,Ammonium Chloride,Borax + Ammonium Molybdate mixture,Gypsum + Sulphur
28.9,54,38,Red,barley,53,20,71,9.32,2.79,Optimal,Low,Optimal,Ammonium Chloride,Ferrous Sulphate + Zinc Sulphate mixture,Organic matter composts
24.2,74,35,Laterite,sugarcane,74,99,111,6.971534247,0.99,Optimal,High,High,Split N doses,Ferrous Sulphate + Manganese Sulphate mixture,None
24.5,79,46,Black,sugarcane,15,19,83,9.21,2.61,Low,Low,High,Urea,Gypsum + Borax mixture,Organic matter composts
22.4,66,41,Alluvial,garlic,17,12,66,9.34,2.87,Low,Low,Optimal,Ammonium Nitrate,Rhizobium Biofertilizer + Zinc Sulphate mixture,Sulphur
32.3,40,67,Red,ragi,42,16,63,6.971534247,0.95,Low,Low,Optimal,Calcium Ammonium Nitrate,Borax + Zinc Sulphate mixture,None
17.9,82,45,Arid,garlic,114,50,93,6.971534247,1.16,High,Optimal,High,Balanced NPK (maintenance),Borax + Elemental Sulphur mixture,Gypsum + Organic matter
29.7,60,69,Alkaline soil,cotton,104,44,38,6.971534247,1.29,High,Optimal,Low,Diammonium Phosphate (DAP),Magnesium Sulphate,Gypsum + Organic matter
15.6,69,81,Alkaline soil,groundnut,23,88,96,6.971534247,0.85,Low,High,High,Calcium Ammonium Nitrate,Gypsum + Borax mixture,None
23.9,57,23,Black,groundnut,31,67,61,6.971534247,1.31,Low,High,Optimal,Diammonium Phosphate (DAP),Gypsum + Borax mixture,None
38.5,90,70,Red,garlic,42,17,107,6.971534247,1.07,Optimal,Low,High,Urea Ammonium Nitrate (UAN),Ferrous Sulphate + Zinc Sulphate mixture,None
30.6,37,58,Black,onion,41,34,21,6.971534247,1.38,Low,Optimal,Low,Avoid Potash,Ferrous Sulphate,None
12.9,67,61,Black,barley,27,31,11,6.971534247,1.15,Low,Optimal,Low,Reduce N,Zinc Sulphate,None
28.2,42,62,Black,sugarcane,104,68,47,7.41,1.09,High,High,Optimal,Sulphate of Potash (SOP),Ammonium Molybdate + Zinc Sulphate mixture,Gypsum
20.8,88,23,Black,chickpea,100,55,82,6.971534247,0.86,High,Optimal,High,Stop P,Ammonium Molybdate + Zinc Sulphate mixture,Sulphur (Tea prefers acidic)
11.6,72,83,Black,jowar,74,47,108,6.971534247,1.42,High,Optimal,High,Ammonium Nitrate,Gypsum + Borax mixture,Wood ash + Biochar
24.8,36,61,Red,wheat,23,7,11,6.971534247,0.57,Low,Low,Low,Triple Super Phosphate (TSP),Borax + Elemental Sulphur mixture,None
39.7,65,62,Black,maize,5,36,8,6.971534247,0.97,Low,Optimal,Low,Sulphate of Potash (SOP),Zinc Sulphate,None
37.6,59,82,Red,mustard,36,17,115,6.971534247,1.4,Optimal,Low,High,Urea,Zinc Sulphate + Borax mixture,Lime
27.8,75,38,Alluvial,chickpea,10,49,68,6.971534247,0.92,Low,Optimal,Optimal,Split N doses,Zinc Sulphate + Borax mixture,Gypsum
12.6,32,25,Black,garlic,119,101,96,6.971534247,0.8,High,High,High,Urea,Magnesium Sulphate,Wood ash + Biochar
32.2,80,49,Arid,soyabean,122,14,47,6.971534247,1.27,High,Low,Optimal,Rock Phosphate,Magnesium Sulphate,Organic matter composts
25.6,47,28,Clayey,onion,44,84,99,6.971534247,0.77,Optimal,High,High,Ammonium Nitrate,Manganese Sulphate,None
30.6,33,63,Alluvial,rice,51,92,61,6.971534247,1.23,Optimal,High,Optimal,Avoid N,Borax + Zinc Sulphate mixture,None
19.8,31,76,Alkaline soil,bajra,77,51,16,6.971534247,0.5,High,Optimal,Low,Sulphate of Potash (SOP),Ferrous Sulphate + Zinc Sulphate mixture,None
20.8,75,50,Alluvial,moong,101,13,92,9.31,4.03,High,Low,High,Avoid N,Magnesium Sulphate + Zinc Sulphate mixture,Gypsum + Sulphur
23.7,31,42,Laterite,groundnut,105,71,81,6.971534247,1.11,High,High,High,Balanced NPK (maintenance),Zinc Sulphate,None
24.3,36,57,Clayey,moong,95,6,91,6.971534247,1.3,High,Low,High,Balanced NPK (maintenance),Rhizobium Biofertilizer + Zinc Sulphate mixture,Wood ash + Biochar
20.3,61,22,Black,maize,31,72,25,6.971534247,1.33,Low,High,Low,Balanced NPK (maintenance),Manganese Sulphate,None
27.8,85,69,Laterite,soyabean,43,22,40,6.971534247,0.53,Optimal,Low,Low,Avoid Potash,Borax + Zinc Sulphate mixture,None
18.6,86,35,Red,barley,40,14,83,6.971534247,1.33,Low,Low,Optimal,Split N doses,Zinc Sulphate,None
34.7,43,85,Black,mustard,83,27,37,6.971534247,0.55,High,Low,Low,Balanced NPK (maintenance),Magnesium Sulphate + Zinc Sulphate mixture,None
21,47,34,Alluvial,ragi,61,47,116,6.971534247,0.99,Optimal,Optimal,High,Stop K,Magnesium Sulphate,Compost (Coffee prefers slightly acidic)
39.1,76,80,Clayey,ragi,45,54,92,6.971534247,1.37,Optimal,Optimal,High,Reduce N,Borax + Elemental Sulphur mixture,Wood ash + Biochar
22.5,69,56,Alluvial,garlic,95,82,21,6.971534247,1.05,High,High,Low,Urea Ammonium Nitrate (UAN),Borax + Zinc Sulphate mixture,Organic matter composts
26.6,95,26,Red,bajra,58,47,45,6.971534247,0.8,Optimal,Optimal,Optimal,Balanced NPK (maintenance),Ferrous Sulphate + Zinc Sulphate mixture,None
25.6,71,47,Red,rice,20,18,84,6.971534247,1.42,Low,Low,Optimal,Ammonium Nitrate,Borax + Elemental Sulphur mixture,Sulphur (Tea prefers acidic)
28.3,84,66,Alluvial,jowar,78,6,36,6.971534247,0.61,Optimal,Low,Low,Stop P,Zinc Sulphate + Manganese Sulphate mixture,None
26.5,33,52,Alkaline soil,groundnut,78,63,15,6.971534247,0.85,Optimal,High,Low,Avoid Potash,Rhizobium Biofertilizer + Zinc Sulphate mixture,None
14.7,63,69,Arid,jowar,47,15,26,8.22,2.06,Optimal,Low,Low,Triple Super Phosphate (TSP),Ammonium Molybdate + Zinc Sulphate mixture,Organic matter composts
33,87,56,Clayey,jowar,42,45,117,6.971534247,0.82,Optimal,Optimal,High,Avoid Phosphate application,Zinc Sulphate + Borax mixture,None
33.3,40,19,Laterite,chickpea,114,9,46,6.72,1.95,High,Low,Optimal,Urea,Zinc Sulphate + Manganese Sulphate mixture,None
32.9,45,63,Red,maize,100,56,113,6.971534247,1.33,High,Optimal,High,Ammonium Chloride,Borax + Ammonium Molybdate mixture,None
12.9,95,83,Alkaline soil,sugarcane,73,74,61,6.971534247,0.66,High,High,Optimal,Calcium Ammonium Nitrate (CAN),Magnesium Sulphate + Zinc Sulphate mixture,Organic matter composts
27.1,40,97,Alluvial,bajra,89,12,112,6.971534247,1.24,High,Low,High,Avoid Phosphate application,Magnesium Sulphate,Wood ash + Biochar
25.9,38,61,Laterite,garlic,29,11,28,6.59,1.16,Low,Low,Low,Reduce N,Borax + Ammonium Molybdate mixture,Organic matter composts
28.5,40,88,Alkaline soil,maize,66,38,56,6.971534247,1.03,Optimal,Optimal,Optimal,Muriate of Potash (MOP),Magnesium Sulphate,Wood ash + Biochar
13.6,36,33,Alkaline soil,wheat,60,26,99,6.971534247,1.18,Optimal,Low,High,Triple Super Phosphate (TSP),Magnesium Sulphate + Zinc Sulphate mixture,Sulphur (Tea prefers acidic)
19.5,48,57,Alkaline soil,maize,112,34,36,6.971534247,1.41,High,Optimal,Optimal,Avoid N,Magnesium Sulphate,None
28,90,60,Alkaline soil,soyabean,24,7,112,6.32,2.34,Low,Low,High,Avoid N,Ferrous Sulphate,Sulphur
27,91,43,Arid,wheat,52,52,73,8.32,1.05,Optimal,Optimal,Optimal,Balanced NPK (maintenance),Ferrous Sulphate + Zinc Sulphate mixture,Sulphur
25.1,85,53,Alluvial,wheat,25,35,89,6.971534247,1.41,Low,Optimal,High,Single Super Phosphate (SSP),Ferrous Sulphate + Zinc Sulphate mixture,Sulphur (Tea prefers acidic)
28.4,43,19,Arid,moong,86,91,77,9.48,3.68,High,High,Optimal,Balanced NPK (maintenance),Magnesium Sulphate,Organic matter composts
27.6,76,59,Alluvial,sugarcane,70,35,76,6.971534247,0.92,Optimal,Optimal,High,Urea,Zinc Sulphate,None
20.8,59,26,Alkaline soil,soyabean,25,86,112,6.971534247,0.87,Low,High,High,Urea,Ferrous Sulphate,Sulphur (Tea prefers acidic)
29,65,42,Alkaline soil,groundnut,91,39,49,9.12,4.42,High,Optimal,Optimal,Reduce N,Ammonium Molybdate + Zinc Sulphate mixture,Organic matter composts
37.6,93,48,Red,wheat,105,94,23,6.971534247,1.46,High,High,Low,Ammonium Nitrate,Ferrous Sulphate + Zinc Sulphate mixture,None
24.5,92,44,Black,groundnut,5,50,15,6.971534247,1.17,Low,Optimal,Low,Avoid Potash,Rhizobium Biofertilizer + Zinc Sulphate mixture,Organic matter composts
29.4,62,48,Alluvial,groundnut,17,72,37,6.971534247,1.27,Low,High,Low,Monoammonium Phosphate (MAP),Ferrous Sulphate + Zinc Sulphate mixture,None
27.3,43,56,Black,maize,93,9,29,6.971534247,1.09,High,Low,Low,Reduce N,Gypsum + Borax mixture,None
32.4,48,40,Red,garlic,24,94,43,6.971534247,1.39,Low,High,Optimal,Single Super Phosphate (SSP),Rhizobium Biofertilizer + Zinc Sulphate mixture,Gypsum + Organic matter
20.7,38,78,Alkaline soil,jowar,76,8,38,6.971534247,0.88,Optimal,Low,Low,Avoid Potash,Zinc Sulphate + Borax mixture,Compost (Coffee prefers slightly acidic)
33.5,59,68,Alluvial,ragi,60,9,43,6.971534247,1.02,Optimal,Low,Optimal,Muriate of Potash (MOP),Manganese Sulphate,Lime
16.8,60,67,Black,ragi,49,82,114,6.971534247,0.63,Optimal,High,High,Urea Ammonium Nitrate (UAN),Zinc Sulphate + Borax mixture,None
23.2,33,43,Arid,barley,41,73,74,9.26,2.38,Optimal,High,Optimal,Balanced NPK (maintenance),Zinc Sulphate,Gypsum + Sulphur
22.8,44,48,Arid,maize,62,8,49,6.971534247,0.56,Optimal,Low,Optimal,Diammonium Phosphate (DAP),Borax + Ammonium Molybdate mixture,None
34.1,76,45,Black,moong,17,18,94,6.971534247,0.56,Low,Low,High,Rock Phosphate,Magnesium Sulphate + Zinc Sulphate mixture,Wood ash + Biochar
39.7,94,47,Clayey,groundnut,10,73,35,9.26,3.63,Low,High,Low,Split N doses,Zinc Sulphate + Borax mixture,Organic matter composts
22.3,61,47,Arid,cotton,99,32,65,6.971534247,0.54,High,Optimal,Optimal,Avoid Phosphate application,Borax + Elemental Sulphur mixture,None
23.8,55,25,Laterite,barley,69,9,60,6.971534247,0.82,Optimal,Low,Optimal,Diammonium Phosphate (DAP),Rhizobium Biofertilizer + Zinc Sulphate mixture,Gypsum + Organic matter
34.9,79,46,Red,cotton,58,23,101,7.41,2.2,Optimal,Low,High,Muriate of Potash (MOP),Zinc Sulphate + Manganese Sulphate mixture,Sulphur
19.7,33,53,Black,onion,116,97,13,6.79,2.45,High,High,Low,Avoid Potash,Ferrous Sulphate,Gypsum + Sulphur
12.9,81,45,Alluvial,onion,11,16,78,6.971534247,0.55,Low,Low,High,Avoid N,Magnesium Sulphate,Compost (Coffee prefers slightly acidic)
29.5,81,49,Arid,soyabean,67,82,41,6.971534247,1.14,Optimal,High,Optimal,Ammonium Sulphate,Zinc Sulphate + Manganese Sulphate mixture,None
30.8,67,85,Alkaline soil,chickpea,11,11,78,6.03,2.25,Low,Low,Optimal,Stop K,Gypsum + Borax mixture,Gypsum + Sulphur
25.9,61,40,Laterite,garlic,6,50,93,6.971534247,1.32,Low,Optimal,High,Avoid N,Ferrous Sulphate + Zinc Sulphate mixture,Sulphur (Tea prefers acidic)
26.8,43,48,Alkaline soil,soyabean,114,78,76,6.971534247,0.83,High,High,Optimal,Triple Super Phosphate (TSP),Ammonium Molybdate + Zinc Sulphate mixture,None
26.6,33,75,Alluvial,moong,116,37,54,6.971534247,0.93,High,Optimal,Optimal,Avoid N,Borax + Elemental Sulphur mixture,None
32.5,42,24,Black,mustard,121,21,14,6.971534247,1.04,High,Low,Low,Sulphate of Potash (SOP),Magnesium Sulphate,None
25.7,46,44,Laterite,onion,32,85,105,6.971534247,0.88,Low,High,High,Calcium Ammonium Nitrate,Gypsum + Borax mixture,Wood ash + Biochar
24.9,57,51,Black,cotton,96,39,55,9.18,2.2,High,Optimal,Optimal,Single Super Phosphate (SSP),Ammonium Molybdate + Zinc Sulphate mixture,Organic matter composts
35.1,69,90,Black,rice,105,75,78,6.971534247,0.63,High,High,Optimal,Calcium Ammonium Nitrate,Magnesium Sulphate + Zinc Sulphate mixture,None
10.2,78,36,Laterite,garlic,13,78,87,6.971534247,0.78,Low,High,High,Calcium Ammonium Nitrate,Borax + Ammonium Molybdate mixture,None
23.4,54,84,Red,jowar,25,19,48,6.971534247,1.33,Low,Low,Optimal,Balanced NPK (maintenance),Borax + Ammonium Molybdate mixture,Compost (Coffee prefers slightly acidic)
30.3,92,32,Black,maize,82,79,115,6.971534247,0.81,High,High,High,Rock Phosphate,Borax + Zinc Sulphate mixture,Wood ash + Biochar
35.2,72,91,Arid,wheat,28,72,75,6.971534247,1.31,Low,High,Optimal,Calcium Ammonium Nitrate,Zinc Sulphate + Borax mixture,None
28.6,42,67,Alkaline soil,mustard,13,76,27,6.971534247,1.22,Low,High,Low,Monoammonium Phosphate (MAP),Borax + Zinc Sulphate mixture,None
30.6,73,22,Laterite,chickpea,101,84,98,8.38,1.9,High,High,High,Rock Phosphate,Borax + Zinc Sulphate mixture,Gypsum
21.3,79,45,Alluvial,barley,112,18,54,6.971534247,1.32,High,Low,Optimal,Calcium Ammonium Nitrate (CAN),Gypsum + Borax mixture,None
16.6,45,35,Red,moong,18,78,116,6.971534247,0.52,Low,High,High,Urea Ammonium Nitrate (UAN),Borax + Zinc Sulphate mixture,Organic matter composts
