Nitrogen(mg/kg),Phosphorus(mg/kg),Potassium(mg/kg),Crop_Type,pH,Electrical_Conductivity,Soil_Moisture,Soil_Temperture,N_Status,P_Status,K_Status,Primary_Fertilizer,pH_Amendment
90,28,123,Jowar,6.96,2187,52,16,Optimal,Low,Optimal,urea,Ammonium Sulphate
43,33,141,Maize,8.08,1318,75,21,Low,Optimal,Low,urea_ammonium_nitrate_uan,Gypsum
181,32,159,Moong,8.42,900,57,26,Low,Low,Optimal,rock_phosphate,Balance Maintain
140,29,171,Maize,6.55,1382,62,17,Optimal,Optimal,Low,triple_super_phosphate_tsp,Quicklime
198,21,126,Barley,6.95,1354,62,19,Optimal,Optimal,Low,potassium_nitrate,Agricultural Lime
101,33,198,Onion,5.89,2342,54,29,Optimal,Optimal,Optimal,rock_phosphate,Quicklime
122,25,194,Onion,6.42,2160,66,19,Low,Optimal,Optimal,balanced_npk_maintenance,Hydrated Lime
106,17,88,Moong,6.97,2900,59,24,Low,Low,Low,muriate_of_potash_mop,Hydrated Lime
104,12,178,Cotton,5.62,1440,79,19,Optimal,Low,Low,dap_mop_mixture,Agricultural Lime
148,24,131,Cotton,6.09,2641,59,21,Optimal,Low,Low,potassium_magnesium_sulphate,Dolomite
62,13,196,Jowar,7.58,1016,72,30,Optimal,Optimal,Optimal,single_super_phosphate_ssp,Agricultural Lime
135,19,96,Moong,7.29,2668,58,15,Low,Optimal,Low,balanced_npk_maintenance,Aluminium Sulphate
191,30,118,Maize,5.75,3034,69,19,Optimal,Low,Optimal,urea,Ammonium Sulphate
57,10,131,Moong,5.57,1124,73,23,Optimal,Optimal,Low,potassium_carbonate,Aluminium Sulphate
40,25,124,Maize,5.54,3402,57,15,Optimal,Low,Low,potassium_magnesium_sulphate,Gypsum
126,14,185,Bajra,6.99,2329,77,20,Low,Low,Low,muriate_of_potash_mop,Ferrous Sulphate
74,21,154,Sugarcane,5.97,2549,51,30,Optimal,Optimal,Low,potassium_nitrate,Aluminium Sulphate
75,26,148,Soybean,7.03,1297,59,15,Low,Optimal,Low,muriate_of_potash_mop,Ammonium Sulphate
97,31,167,Ragi,6.87,2308,57,17,Optimal,Low,Optimal,urea_ammonium_nitrate_uan,Dolomite
144,11,139,Garlic,8.11,1540,70,25,Optimal,Low,Optimal,potassium_magnesium_sulphate,Balance Maintain
60,14,64,Jowar,6.95,2098,76,16,Optimal,Low,Low,single_super_phosphate_ssp,Hydrated Lime
107,13,187,Soybean,7.1,1623,77,29,Optimal,Low,Optimal,triple_super_phosphate_tsp,Dolomite
80,25,122,Moong,6.31,2849,58,29,Optimal,Optimal,Optimal,muriate_of_potash_mop,Dolomite
42,25,151,Sugarcane,7.07,3456,61,21,Low,Optimal,Optimal,muriate_of_potash_mop,Balance Maintain
123,11,181,Mustard,7.97,980,75,22,Optimal,Low,Low,monoammonium_phosphate_map,Quicklime
198,25,82,Garlic,7.32,3154,75,25,Optimal,Optimal,Optimal,triple_super_phosphate_tsp,Ferrous Sulphate
101,21,108,Barley,7.9,2861,78,15,Optimal,Optimal,Low,monoammonium_phosphate_map,Elemental Sulphur
195,32,118,Chickpea,6.0,2096,74,24,Optimal,Low,Optimal,calcium_ammonium_nitrate_can,Wood Ash
51,27,68,Maize,5.96,1843,56,25,Optimal,Optimal,Low,triple_super_phosphate_tsp,Quicklime
114,18,145,Onion,5.98,1552,64,26,Optimal,Low,Low,potassium_carbonate,Balance Maintain
97,27,84,Mustard,6.86,3361,59,28,Optimal,Optimal,Low,sulphate_of_potash_sop,Balance Maintain
146,30,70,Jowar,7.62,2261,52,21,Low,Low,Low,urea_ammonium_nitrate_uan,Balance Maintain
93,24,131,Mustard,6.58,1602,53,16,Low,Optimal,Low,potassium_carbonate,Ferrous Sulphate
100,17,166,Jowar,7.59,2229,69,16,Optimal,Optimal,Low,potassium_nitrate,Quicklime
115,12,167,Chickpea,7.87,3426,56,20,Low,Optimal,Low,urea_mop_mixture,Aluminium Sulphate
90,13,193,Soybean,5.93,3120,64,20,Low,Low,Optimal,balanced_npk_maintenance,Wood Ash
158,32,150,Mustard,5.71,3004,52,23,Optimal,Optimal,Optimal,potassium_nitrate,Aluminium Sulphate
137,34,145,Garlic,6.48,815,70,17,Optimal,Low,Optimal,single_super_phosphate_ssp,Gypsum
157,18,193,Jowar,6.34,1588,68,20,Optimal,Low,Low,triple_super_phosphate_tsp,Balance Maintain
159,13,65,Barley,6.39,3447,74,20,Low,Low,Low,potassium_magnesium_sulphate,Balance Maintain
171,28,66,Groundnut,6.81,2550,64,17,Low,Optimal,Optimal,balanced_npk_maintenance,Aluminium Sulphate
171,24,84,Sugarcane,6.59,1055,64,15,Low,Optimal,Low,ammonium_sulphate,Wood Ash
173,32,91,Rice,7.35,1249,71,22,Low,Optimal,Optimal,ammonium_nitrate,Ferrous Sulphate
165,25,108,Jowar,7.95,2355,62,23,Optimal,Optimal,Low,potassium_carbonate,Hydrated Lime
91,18,137,Soybean,7.91,1756,78,15,Low,Optimal,Low,ammonium_sulphate,Agricultural Lime
183,22,147,Garlic,5.77,2809,64,23,Optimal,Low,Optimal,ammonium_chloride,Balance Maintain
155,34,134,Garlic,6.64,1693,60,16,Low,Optimal,Optimal,urea_ammonium_nitrate_uan,Elemental Sulphur
56,16,139,Onion,7.09,2500,76,26,Optimal,Optimal,Low,ammonium_sulphate,Hydrated Lime
83,33,194,Mustard,7.57,1889,53,25,Optimal,Low,Low,muriate_of_potash_mop,Balance Maintain
67,34,88,Moong,5.57,952,74,20,Low,Low,Optimal,muriate_of_potash_mop,Wood Ash
152,14,118,Onion,7.32,1218,60,17,Low,Optimal,Optimal,rock_phosphate,Balance Maintain
113,13,104,Rice,7.57,925,58,27,Optimal,Optimal,Optimal,ammonium_chloride,Quicklime
59,10,131,Garlic,6.33,2563,80,17,Low,Optimal,Low,sulphate_of_potash_sop,Agricultural Lime
99,33,188,Ragi,6.21,3119,68,28,Optimal,Optimal,Low,potassium_magnesium_sulphate,Hydrated Lime
78,20,162,Rice,6.73,3210,73,30,Low,Low,Low,monoammonium_phosphate_map,Wood Ash
172,10,139,Onion,7.04,1168,73,24,Optimal,Low,Optimal,potassium_nitrate,Gypsum
129,15,195,Groundnut,7.05,3081,74,24,Low,Low,Optimal,ammonium_chloride,Elemental Sulphur
170,16,183,Soybean,5.62,2648,71,25,Low,Low,Optimal,balanced_npk_maintenance,Agricultural Lime
137,25,196,Chickpea,7.9,2422,58,16,Low,Optimal,Optimal,balanced_npk_maintenance,Ferrous Sulphate
133,12,117,Moong,7.98,3108,80,30,Optimal,Optimal,Optimal,balanced_npk_maintenance,Quicklime
129,14,107,Garlic,5.9,3061,72,17,Optimal,Optimal,Low,ammonium_chloride,Ammonium Sulphate
150,13,125,Onion,7.08,3304,72,17,Low,Low,Optimal,urea_ammonium_nitrate_uan,Ammonium Sulphate
115,29,191,Chickpea,8.39,3385,60,24,Low,Low,Optimal,single_super_phosphate_ssp,Ammonium Sulphate
145,16,77,Rice,5.71,2917,63,15,Optimal,Optimal,Low,urea_dap_mixture,Hydrated Lime
181,30,122,Barley,5.75,3467,55,30,Low,Low,Optimal,urea_ammonium_nitrate_uan,Ferrous Sulphate
59,12,199,Garlic,8.24,1751,54,24,Optimal,Optimal,Optimal,ammonium_chloride,Wood Ash
56,35,167,Mustard,6.87,2003,62,29,Low,Optimal,Low,dap_mop_mixture,Elemental Sulphur
84,19,148,Groundnut,5.74,3405,71,26,Optimal,Optimal,Optimal,rock_phosphate,Wood Ash
181,24,114,Soybean,7.29,1587,77,23,Optimal,Low,Low,rock_phosphate,Elemental Sulphur
120,24,187,Onion,7.7,2749,52,20,Low,Low,Optimal,potassium_nitrate,Elemental Sulphur
172,26,136,Sugarcane,6.37,2957,73,27,Optimal,Low,Optimal,ammonium_chloride,Ferrous Sulphate
71,21,101,Groundnut,5.57,1262,72,15,Low,Optimal,Optimal,urea_ammonium_nitrate_uan,Agricultural Lime
164,33,80,Rice,5.52,2119,70,22,Optimal,Low,Low,potassium_magnesium_sulphate,Elemental Sulphur
93,31,149,Cotton,5.54,3134,53,30,Low,Optimal,Low,muriate_of_potash_mop,Hydrated Lime
175,23,85,Jowar,6.27,3183,60,28,Low,Optimal,Low,triple_super_phosphate_tsp,Agricultural Lime
51,20,183,Maize,8.21,3291,70,21,Low,Optimal,Low,urea_dap_mixture,Ferrous Sulphate
68,22,123,Chickpea,7.8,3107,77,20,Optimal,Optimal,Low,sulphate_of_potash_sop,Ferrous Sulphate
45,35,82,Chickpea,6.05,1706,73,17,Low,Low,Optimal,muriate_of_potash_mop,Balance Maintain
85,35,109,Onion,8.44,1909,56,20,Optimal,Optimal,Low,potassium_nitrate,Quicklime
111,18,97,Cotton,6.91,1583,78,18,Optimal,Low,Low,potassium_carbonate,Hydrated Lime
170,12,174,Wheat,6.76,835,54,15,Low,Low,Low,potassium_magnesium_sulphate,Quicklime
88,27,91,Garlic,7.11,2905,59,30,Optimal,Low,Optimal,potassium_magnesium_sulphate,Quicklime
169,19,94,Groundnut,7.52,2566,79,29,Optimal,Low,Optimal,urea_mop_mixture,Elemental Sulphur
176,10,118,Garlic,8.1,3353,79,19,Low,Optimal,Low,diammonium_phosphate_dap,Elemental Sulphur
135,12,87,Rice,6.37,2580,79,22,Low,Optimal,Optimal,monoammonium_phosphate_map,Gypsum
177,26,193,Ragi,5.54,2523,59,22,Optimal,Optimal,Low,potassium_nitrate,Agricultural Lime
160,29,76,Ragi,7.83,3211,62,15,Optimal,Optimal,Optimal,sulphate_of_potash_sop,Ammonium Sulphate
104,19,98,Mustard,6.8,1214,60,17,Low,Low,Optimal,ammonium_sulphate,Agricultural Lime
160,19,103,Mustard,6.12,2417,62,23,Low,Low,Low,ammonium_chloride,Ferrous Sulphate
172,11,118,Ragi,5.58,1809,66,27,Low,Optimal,Low,triple_super_phosphate_tsp,Balance Maintain
179,26,104,Rice,7.89,3363,55,15,Low,Optimal,Low,diammonium_phosphate_dap,Aluminium Sulphate
200,22,123,Jowar,7.5,2465,67,23,Optimal,Optimal,Low,rock_phosphate,Ammonium Sulphate
75,23,145,Cotton,7.71,1360,58,29,Optimal,Optimal,Optimal,balanced_npk_maintenance,Hydrated Lime
173,13,98,Mustard,7.0,1376,56,16,Low,Low,Low,monoammonium_phosphate_map,Quicklime
184,30,137,Barley,8.24,1149,80,21,Optimal,Optimal,Low,urea_dap_mixture,Balance Maintain
149,27,108,Ragi,7.4,3448,68,24,Low,Optimal,Optimal,urea_mop_mixture,Quicklime
148,25,73,Sugarcane,6.74,3450,57,20,Optimal,Optimal,Low,triple_super_phosphate_tsp,Gypsum
101,11,134,Onion,6.54,1429,60,17,Optimal,Optimal,Low,potassium_nitrate,Balance Maintain
149,28,164,Jowar,7.67,1791,74,16,Optimal,Low,Optimal,sulphate_of_potash_sop,Agricultural Lime
170,16,141,Rice,6.04,2305,65,17,Optimal,Low,Optimal,ammonium_chloride,Hydrated Lime
112,14,113,Groundnut,6.65,3376,80,21,Optimal,Low,Low,calcium_ammonium_nitrate_can,Quicklime
56,35,186,Soybean,6.53,2833,69,17,Low,Low,Low,monoammonium_phosphate_map,Hydrated Lime
73,18,63,Mustard,5.51,1111,67,19,Optimal,Optimal,Optimal,calcium_ammonium_nitrate_can,Aluminium Sulphate
129,26,170,Mustard,5.69,2734,65,29,Low,Low,Optimal,single_super_phosphate_ssp,Elemental Sulphur
173,21,66,Bajra,7.97,3311,57,27,Low,Low,Low,single_super_phosphate_ssp,Quicklime
185,17,165,Maize,7.63,1409,72,20,Optimal,Optimal,Optimal,potassium_magnesium_sulphate,Quicklime
94,16,195,Garlic,7.42,1764,55,24,Optimal,Optimal,Optimal,balanced_npk_maintenance,Quicklime
161,25,109,Groundnut,8.23,3173,70,17,Optimal,Low,Low,urea_dap_mixture,Wood Ash
41,34,161,Moong,5.86,1358,65,26,Low,Low,Low,urea_mop_mixture,Elemental Sulphur
124,19,146,Sugarcane,6.9,3213,78,23,Low,Low,Optimal,urea_mop_mixture,Hydrated Lime
93,21,168,Mustard,5.93,2496,80,19,Optimal,Optimal,Optimal,potassium_nitrate,Balance Maintain
100,20,97,Maize,8.12,3147,78,24,Optimal,Low,Optimal,ammonium_nitrate,Hydrated Lime
132,20,194,Onion,7.16,1257,58,21,Optimal,Low,Optimal,urea_mop_mixture,Aluminium Sulphate
61,11,60,Cotton,5.77,1906,53,16,Low,Optimal,Optimal,potassium_magnesium_sulphate,Dolomite
58,21,66,Onion,5.51,3027,72,21,Low,Low,Optimal,ammonium_chloride,Quicklime
169,24,74,Jowar,7.7,3363,59,27,Optimal,Low,Optimal,monoammonium_phosphate_map,Elemental Sulphur
195,26,132,Onion,6.96,2549,55,27,Low,Optimal,Optimal,balanced_npk_maintenance,Hydrated Lime
46,15,69,Soybean,8.06,1012,79,19,Optimal,Low,Low,diammonium_phosphate_dap,Gypsum
200,32,188,Groundnut,5.66,1784,57,16,Optimal,Optimal,Optimal,ammonium_nitrate,Agricultural Lime
77,11,173,Moong,6.64,2534,65,19,Optimal,Optimal,Low,muriate_of_potash_mop,Ammonium Sulphate
72,32,154,Onion,5.56,3350,73,20,Optimal,Optimal,Optimal,potassium_carbonate,Aluminium Sulphate
64,15,102,Groundnut,7.32,3230,76,21,Optimal,Low,Optimal,monoammonium_phosphate_map,Hydrated Lime
42,35,102,Ragi,8.44,2876,60,25,Optimal,Low,Low,monoammonium_phosphate_map,Quicklime
166,11,141,Moong,5.89,1006,58,28,Low,Optimal,Optimal,urea_ammonium_nitrate_uan,Aluminium Sulphate
41,26,158,Barley,7.32,3430,72,23,Optimal,Low,Low,sulphate_of_potash_sop,Ammonium Sulphate
171,22,192,Barley,5.77,804,68,29,Low,Low,Optimal,sulphate_of_potash_sop,Quicklime
105,13,91,Maize,6.93,1958,77,17,Optimal,Optimal,Optimal,diammonium_phosphate_dap,Wood Ash
97,32,80,Chickpea,7.16,1543,68,28,Low,Optimal,Low,potassium_nitrate,Ferrous Sulphate
141,30,107,Garlic,5.55,830,78,25,Optimal,Optimal,Optimal,triple_super_phosphate_tsp,Ferrous Sulphate
74,20,127,Bajra,6.49,3293,72,17,Low,Low,Optimal,ammonium_chloride,Agricultural Lime
158,27,64,Rice,7.98,1882,66,22,Low,Low,Low,urea_dap_mixture,Aluminium Sulphate
125,10,91,Maize,5.54,3003,52,21,Low,Optimal,Optimal,balanced_npk_maintenance,Aluminium Sulphate
75,20,149,Cotton,6.05,2066,74,17,Low,Low,Low,muriate_of_potash_mop,Elemental Sulphur
87,17,114,Soybean,5.84,2713,73,29,Low,Low,Low,urea_ammonium_nitrate_uan,Wood Ash
114,19,75,Onion,6.43,1004,66,17,Low,Optimal,Optimal,single_super_phosphate_ssp,Ammonium Sulphate
41,12,145,Wheat,7.59,3294,54,19,Low,Optimal,Low,dap_mop_mixture,Dolomite
164,26,98,Bajra,5.94,1290,71,19,Optimal,Low,Optimal,urea,Balance Maintain
142,19,88,Chickpea,7.09,2192,80,29,Low,Low,Low,single_super_phosphate_ssp,Hydrated Lime
166,17,177,Onion,5.69,3494,67,20,Low,Low,Optimal,ammonium_nitrate,Agricultural Lime
145,18,83,Onion,7.87,1698,57,28,Optimal,Optimal,Low,single_super_phosphate_ssp,Gypsum
89,18,196,Barley,7.76,3428,54,19,Optimal,Optimal,Low,ammonium_sulphate,Elemental Sulphur
80,35,175,Jowar,7.72,3313,51,17,Low,Optimal,Low,monoammonium_phosphate_map,Aluminium Sulphate
119,18,173,Maize,8.49,2375,63,20,Low,Optimal,Optimal,potassium_carbonate,Wood Ash
118,15,60,Ragi,6.62,3027,66,22,Low,Optimal,Optimal,urea,Balance Maintain
129,29,178,Barley,8.18,2608,54,30,Low,Optimal,Optimal,single_super_phosphate_ssp,Dolomite
89,35,153,Bajra,6.6,2306,56,30,Optimal,Low,Optimal,rock_phosphate,Agricultural Lime
48,35,65,Wheat,8.38,1287,77,26,Optimal,Low,Optimal,ammonium_nitrate,Gypsum
187,16,177,Onion,6.49,3328,71,17,Low,Low,Optimal,calcium_ammonium_nitrate_can,Aluminium Sulphate
110,32,153,Jowar,8.13,3243,78,18,Optimal,Optimal,Low,potassium_nitrate,Agricultural Lime
172,15,68,Chickpea,6.9,1919,72,30,Optimal,Optimal,Optimal,urea,Ammonium Sulphate
194,18,191,Moong,8.42,2833,77,16,Optimal,Low,Low,rock_phosphate,Agricultural Lime
105,13,131,Soybean,5.93,2977,59,26,Low,Low,Optimal,urea_mop_mixture,Wood Ash
86,21,91,Sugarcane,7.07,1558,58,17,Optimal,Optimal,Low,urea,Elemental Sulphur
168,31,194,Rice,6.84,2585,60,25,Low,Low,Optimal,calcium_ammonium_nitrate_can,Dolomite
121,10,124,Jowar,6.21,1230,50,19,Optimal,Optimal,Low,potassium_magnesium_sulphate,Agricultural Lime
45,20,77,Barley,6.06,2623,75,26,Low,Low,Low,monoammonium_phosphate_map,Balance Maintain
118,24,82,Jowar,7.65,869,63,25,Optimal,Low,Low,rock_phosphate,Wood Ash
46,26,147,Chickpea,6.89,3089,56,23,Optimal,Low,Low,urea,Balance Maintain
79,30,192,Rice,5.85,1818,58,24,Optimal,Optimal,Optimal,urea_mop_mixture,Balance Maintain
101,35,106,Moong,5.54,2176,51,15,Optimal,Low,Optimal,urea_ammonium_nitrate_uan,Elemental Sulphur
60,34,107,Onion,6.87,1019,68,24,Low,Low,Optimal,urea_ammonium_nitrate_uan,Wood Ash
118,31,82,Chickpea,8.13,2009,74,16,Optimal,Optimal,Optimal,urea_mop_mixture,Quicklime
87,19,192,Mustard,6.98,1115,55,27,Low,Optimal,Optimal,urea_mop_mixture,Gypsum
176,19,72,Groundnut,8.18,2779,60,26,Low,Low,Low,rock_phosphate,Wood Ash
145,28,79,Groundnut,7.57,1541,50,30,Low,Optimal,Optimal,triple_super_phosphate_tsp,Wood Ash
184,16,84,Cotton,7.33,2377,80,19,Low,Low,Optimal,urea_dap_mixture,Gypsum
91,13,171,Onion,5.68,1724,52,19,Low,Low,Optimal,ammonium_sulphate,Wood Ash
172,26,172,Garlic,7.46,2584,65,19,Low,Low,Low,rock_phosphate,Wood Ash
150,15,93,Jowar,8.03,2012,62,25,Optimal,Optimal,Optimal,urea_dap_mixture,Quicklime
180,23,124,Moong,8.42,1842,66,17,Optimal,Optimal,Low,potassium_nitrate,Agricultural Lime
149,34,90,Garlic,7.06,1350,51,22,Optimal,Low,Low,diammonium_phosphate_dap,Elemental Sulphur
107,21,68,Chickpea,6.11,3288,80,18,Low,Low,Optimal,calcium_ammonium_nitrate_can,Aluminium Sulphate
89,12,184,Ragi,7.79,1077,50,30,Optimal,Low,Optimal,urea_mop_mixture,Elemental Sulphur
101,21,118,Rice,6.34,1459,61,30,Optimal,Optimal,Optimal,sulphate_of_potash_sop,Dolomite
147,20,177,Onion,6.33,3245,56,27,Low,Low,Low,triple_super_phosphate_tsp,Balance Maintain
48,19,60,Jowar,6.87,2314,53,15,Optimal,Optimal,Optimal,urea_ammonium_nitrate_uan,Ammonium Sulphate
49,13,116,Mustard,8.15,1881,71,30,Optimal,Low,Optimal,sulphate_of_potash_sop,Wood Ash
91,11,160,Mustard,7.09,1571,59,24,Low,Low,Optimal,dap_mop_mixture,Ferrous Sulphate
106,21,179,Barley,5.62,1251,61,28,Low,Optimal,Optimal,potassium_magnesium_sulphate,Dolomite
73,25,180,Ragi,7.96,3492,72,27,Optimal,Optimal,Low,dap_mop_mixture,Aluminium Sulphate
47,27,125,Bajra,8.07,1206,60,16,Low,Low,Low,dap_mop_mixture,Aluminium Sulphate
187,25,76,Rice,8.01,904,66,22,Optimal,Low,Low,potassium_carbonate,Aluminium Sulphate
96,18,138,Maize,6.28,1433,69,22,Low,Low,Low,calcium_ammonium_nitrate_can,Gypsum
152,15,60,Rice,7.68,1950,51,18,Low,Optimal,Low,monoammonium_phosphate_map,Aluminium Sulphate
175,15,122,Moong,6.68,3292,52,15,Optimal,Low,Low,single_super_phosphate_ssp,Gypsum
58,18,79,Cotton,7.86,1293,54,20,Low,Low,Optimal,muriate_of_potash_mop,Elemental Sulphur
127,31,163,Wheat,7.34,2449,74,27,Optimal,Optimal,Optimal,urea,Gypsum
189,32,139,Sugarcane,6.51,2095,52,15,Optimal,Optimal,Optimal,monoammonium_phosphate_map,Wood Ash
129,16,64,Sugarcane,6.09,3493,55,29,Low,Optimal,Optimal,balanced_npk_maintenance,Quicklime
172,11,194,Jowar,7.63,3331,76,26,Optimal,Low,Low,ammonium_nitrate,Aluminium Sulphate
135,19,86,Maize,8.17,1854,67,27,Optimal,Optimal,Low,single_super_phosphate_ssp,Quicklime
126,24,156,Sugarcane,6.6,993,79,28,Optimal,Low,Optimal,potassium_carbonate,Hydrated Lime
102,31,67,Rice,6.12,2824,71,29,Optimal,Optimal,Optimal,potassium_nitrate,Quicklime
41,16,159,Jowar,7.15,1202,70,22,Low,Low,Optimal,diammonium_phosphate_dap,Dolomite
110,22,60,Bajra,8.02,856,61,17,Low,Low,Low,monoammonium_phosphate_map,Aluminium Sulphate
146,34,134,Soybean,6.48,2909,75,16,Optimal,Low,Low,diammonium_phosphate_dap,Dolomite
123,15,176,Groundnut,7.58,1585,65,29,Optimal,Optimal,Low,rock_phosphate,Ammonium Sulphate
173,10,125,Groundnut,6.29,3486,78,15,Optimal,Low,Optimal,muriate_of_potash_mop,Gypsum
154,11,102,Ragi,6.72,2242,54,21,Low,Low,Low,single_super_phosphate_ssp,Wood Ash
170,17,88,Sugarcane,5.54,1894,63,20,Optimal,Optimal,Low,muriate_of_potash_mop,Ammonium Sulphate
196,31,103,Ragi,7.64,3273,61,17,Optimal,Low,Low,ammonium_sulphate,Hydrated Lime
88,26,143,Groundnut,7.15,3082,58,18,Optimal,Low,Low,urea_mop_mixture,Dolomite
181,24,102,Moong,6.62,2560,64,17,Low,Low,Low,balanced_npk_maintenance,Gypsum
125,27,126,Barley,5.89,2525,52,25,Optimal,Optimal,Low,balanced_npk_maintenance,Quicklime
140,31,115,Mustard,7.76,3335,71,28,Optimal,Optimal,Optimal,diammonium_phosphate_dap,Wood Ash
132,23,166,Cotton,5.97,3500,67,19,Optimal,Optimal,Low,urea_ammonium_nitrate_uan,Wood Ash
118,23,110,Cotton,5.89,1034,75,16,Optimal,Optimal,Low,rock_phosphate,Ammonium Sulphate
69,17,191,Garlic,7.43,870,57,30,Low,Optimal,Optimal,potassium_carbonate,Elemental Sulphur
186,35,79,Ragi,7.46,939,63,15,Low,Optimal,Low,monoammonium_phosphate_map,Balance Maintain
133,22,82,Moong,6.24,1456,65,23,Optimal,Optimal,Optimal,muriate_of_potash_mop,Hydrated Lime
165,23,91,Cotton,7.98,3403,58,28,Optimal,Optimal,Low,ammonium_nitrate,Ferrous Sulphate
124,15,95,Mustard,7.58,3247,64,26,Optimal,Low,Optimal,diammonium_phosphate_dap,Balance Maintain
94,33,130,Barley,6.13,2852,61,18,Optimal,Low,Low,single_super_phosphate_ssp,Agricultural Lime
155,30,121,Mustard,8.04,2641,56,21,Optimal,Optimal,Low,ammonium_sulphate,Dolomite
48,19,140,Onion,6.01,2034,58,28,Low,Low,Low,diammonium_phosphate_dap,Aluminium Sulphate
70,22,136,Bajra,7.11,2301,50,29,Low,Low,Optimal,rock_phosphate,Gypsum
120,25,181,Mustard,8.23,1228,56,21,Low,Low,Optimal,ammonium_sulphate,Elemental Sulphur
95,14,133,Sugarcane,5.68,3208,52,21,Low,Low,Optimal,muriate_of_potash_mop,Agricultural Lime
195,21,74,Jowar,6.84,2726,50,19,Optimal,Optimal,Optimal,potassium_magnesium_sulphate,Dolomite
196,25,196,Wheat,8.18,1393,73,25,Low,Optimal,Optimal,single_super_phosphate_ssp,Dolomite
94,17,60,Barley,7.1,893,75,19,Optimal,Low,Optimal,urea_dap_mixture,Agricultural Lime
73,22,187,Ragi,6.78,3253,77,25,Low,Optimal,Optimal,urea_mop_mixture,Dolomite
151,29,196,Soybean,7.06,1450,54,21,Optimal,Low,Optimal,potassium_magnesium_sulphate,Hydrated Lime
89,15,175,Barley,5.8,1783,68,17,Optimal,Optimal,Optimal,sulphate_of_potash_sop,Quicklime
91,12,111,Ragi,7.85,2419,75,28,Optimal,Optimal,Optimal,urea_mop_mixture,Balance Maintain
165,21,168,Ragi,8.2,2263,71,30,Low,Low,Optimal,dap_mop_mixture,Balance Maintain
84,27,168,Soybean,5.8,3176,70,22,Low,Optimal,Low,single_super_phosphate_ssp,Balance Maintain
115,29,70,Cotton,6.18,3284,53,16,Low,Low,Low,monoammonium_phosphate_map,Wood Ash
61,23,135,Moong,7.14,1872,58,19,Low,Low,Low,urea_ammonium_nitrate_uan,Quicklime
44,18,134,Ragi,8.3,3276,78,25,Optimal,Optimal,Optimal,urea,Ferrous Sulphate
191,33,162,Groundnut,7.13,1702,68,30,Optimal,Low,Optimal,single_super_phosphate_ssp,Quicklime
142,33,188,Onion,6.76,2722,62,17,Optimal,Low,Low,muriate_of_potash_mop,Wood Ash
110,20,120,Sugarcane,5.67,3366,79,15,Optimal,Optimal,Low,muriate_of_potash_mop,Elemental Sulphur
126,27,157,Garlic,8.26,1258,54,16,Low,Low,Low,ammonium_chloride,Aluminium Sulphate
147,15,110,Mustard,6.4,3132,59,25,Low,Optimal,Optimal,ammonium_nitrate,Balance Maintain
100,26,61,Jowar,6.03,3268,73,23,Optimal,Low,Optimal,sulphate_of_potash_sop,Gypsum
199,11,90,Wheat,6.15,2280,68,16,Low,Low,Low,potassium_carbonate,Gypsum
120,23,138,Groundnut,6.64,2122,54,27,Low,Low,Optimal,potassium_carbonate,Quicklime
116,17,185,Jowar,6.57,1014,74,25,Low,Optimal,Optimal,urea_ammonium_nitrate_uan,Quicklime
89,21,115,Barley,6.2,2633,74,22,Low,Low,Low,dap_mop_mixture,Elemental Sulphur
57,15,191,Moong,8.17,1031,64,17,Low,Optimal,Optimal,balanced_npk_maintenance,Ferrous Sulphate
118,13,176,Bajra,6.74,2409,50,15,Optimal,Optimal,Optimal,balanced_npk_maintenance,Gypsum
188,28,80,Maize,8.39,2110,53,18,Low,Low,Low,monoammonium_phosphate_map,Dolomite
162,28,64,Sugarcane,7.03,2131,58,17,Optimal,Optimal,Low,dap_mop_mixture,Aluminium Sulphate
175,12,120,Garlic,6.35,3241,62,16,Optimal,Optimal,Low,balanced_npk_maintenance,Ferrous Sulphate
97,10,61,Sugarcane,7.88,1464,72,23,Optimal,Low,Optimal,monoammonium_phosphate_map,Aluminium Sulphate
123,26,68,Soybean,6.31,1748,80,18,Low,Optimal,Optimal,potassium_magnesium_sulphate,Wood Ash
44,32,80,Jowar,7.62,2206,75,21,Optimal,Low,Optimal,triple_super_phosphate_tsp,Ferrous Sulphate
169,28,152,Jowar,5.68,2190,76,17,Optimal,Optimal,Optimal,urea_dap_mixture,Gypsum
70,23,172,Wheat,8.44,923,56,15,Low,Optimal,Optimal,triple_super_phosphate_tsp,Dolomite
148,23,94,Ragi,7.03,2798,62,22,Optimal,Low,Optimal,calcium_ammonium_nitrate_can,Ammonium Sulphate
185,30,109,Soybean,6.35,1982,52,16,Optimal,Low,Low,potassium_nitrate,Wood Ash
188,10,93,Cotton,6.61,3312,78,21,Optimal,Optimal,Optimal,triple_super_phosphate_tsp,Aluminium Sulphate
125,26,139,Onion,7.96,2156,73,20,Low,Optimal,Optimal,triple_super_phosphate_tsp,Ammonium Sulphate
191,14,150,Onion,8.46,1299,62,20,Optimal,Low,Optimal,urea,Hydrated Lime
178,31,109,Mustard,8.22,3485,73,19,Low,Optimal,Optimal,triple_super_phosphate_tsp,Ferrous Sulphate
192,26,117,Garlic,6.11,1852,61,15,Low,Optimal,Optimal,ammonium_sulphate,Elemental Sulphur
